word;JR;ER;AB;measure;genre;type;status
patron;expected;expected;expected;zeta_sd2;policier;interpretability;expected
copain;expected;expected;expected;zeta_sd2;policier;interpretability;expected
renseignement;expected;expected;expected;zeta_sd2;policier;interpretability;expected
boulot;expected;expected;expected;zeta_sd2;policier;interpretability;expected
rue;expected;expected;expected;zeta_sd2;policier;interpretability;expected
gueule;expected;expected;expected;zeta_sd2;policier;interpretability;expected
payer;unexpected;expected;expected;zeta_sd2;policier;interpretability;expected
garer;expected;unexpected;expected;zeta_sd2;policier;interpretability;expected
victime;expected;expected;expected;zeta_sd2;policier;interpretability;expected
papier;expected;unexpected;expected;zeta_sd2;policier;interpretability;expected
môme;expected;expected;expected;zeta_sd2;policier;interpretability;expected
bar;expected;expected;expected;zeta_sd2;policier;interpretability;expected
suspect;expected;expected;expected;zeta_sd2;policier;interpretability;expected
dossier;expected;unexpected;expected;zeta_sd2;policier;interpretability;expected
chaise;expected;unexpected;unexpected;zeta_sd2;policier;interpretability;unexpected
adresse;expected;unexpected;expected;zeta_sd2;policier;interpretability;expected
bière;unexpected;unexpected;unexpected;zeta_sd2;policier;interpretability;unexpected
bouteille;unexpected;unexpected;unexpected;zeta_sd2;policier;interpretability;unexpected
police;main character;main character;thematic concept;zeta_sd2;policier;category;main character
flic;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
enquête;narrative structure;thematic concept;thematic concept;zeta_sd2;policier;category;thematic concept
meurtre;thematic concept;thematic concept;thematic concept;zeta_sd2;policier;category;thematic concept
inspecteur;main character;main character;main character;zeta_sd2;policier;category;main character
policier;main character;main character;main character;zeta_sd2;policier;category;main character
téléphone;narrative structure;n/o;narrative structure;zeta_sd2;policier;category;narrative structure
assassin;main character;main character;main character;zeta_sd2;policier;category;main character
mr;n/o;language pattern;language pattern;zeta_sd2;policier;category;language pattern
commissaire;main character;main character;main character;zeta_sd2;policier;category;main character
voiture;space;space;space;zeta_sd2;policier;category;space
foutre;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
crime;thematic concept;thematic concept;thematic concept;zeta_sd2;policier;category;thematic concept
cigarette;n/o;n/o;narrative structure;zeta_sd2;policier;category;n/o
téléphoner;narrative structure;n/o;narrative structure;zeta_sd2;policier;category;narrative structure
type;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
journal;n/o;n/o;thematic concept;zeta_sd2;policier;category;n/o
gars;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
assassiner;thematic concept;thematic concept;thematic concept;zeta_sd2;policier;category;thematic concept
bureau;space;space;space;zeta_sd2;policier;category;space
mec;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
affaire;thematic concept;thematic concept;thematic concept;zeta_sd2;policier;category;thematic concept
con;language pattern;language pattern;Tonality;zeta_sd2;policier;category;language pattern
truc;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
poche;n/o;space;narrative structure;zeta_sd2;policier;category;check
numéro;n/o;thematic concept;narrative structure;zeta_sd2;policier;category;check
tuer;thematic concept;thematic concept;thematic concept;zeta_sd2;policier;category;thematic concept
merde;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
monsieur;n/o;language pattern;n/o;zeta_sd2;policier;category;n/o
mrs;n/o;language pattern;language pattern;zeta_sd2;policier;category;language pattern
client;n/o;main character;main character;zeta_sd2;policier;category;main character
hein;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
patron;main character;main character;main character;zeta_sd2;policier;category;main character
copain;language pattern;language pattern;main character;zeta_sd2;policier;category;language pattern
renseignement;narrative structure;thematic concept;narrative structure;zeta_sd2;policier;category;narrative structure
boulot;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
rue;space;space;space;zeta_sd2;policier;category;space
gueule;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
payer;n/o;thematic concept;narrative structure;zeta_sd2;policier;category;check
garer;space;n/o;narrative structure;zeta_sd2;policier;category;check
victime;main character;thematic concept;main character;zeta_sd2;policier;category;main character
papier;narrative structure;n/o;narrative structure;zeta_sd2;policier;category;narrative structure
môme;language pattern;language pattern;language pattern;zeta_sd2;policier;category;language pattern
bar;space;space;space;zeta_sd2;policier;category;space
suspect;main character;thematic concept;thematic concept;zeta_sd2;policier;category;thematic concept
dossier;narrative structure;n/o;thematic concept;zeta_sd2;policier;category;check
chaise;space;n/o;n/o;zeta_sd2;policier;category;n/o
adresse;narrative structure;n/o;narrative structure;zeta_sd2;policier;category;narrative structure
bière;n/o;n/o;n/o;zeta_sd2;policier;category;n/o
bouteille;n/o;n/o;n/o;zeta_sd2;policier;category;n/o
lui;unexpected;expected;unexpected;welsh;sentimental;interpretability;unexpected
son;unexpected;expected;expected;welsh;sentimental;interpretability;expected
sourire;expected;expected;expected;welsh;sentimental;interpretability;expected
murmurer;expected;expected;expected;welsh;sentimental;interpretability;expected
regard;expected;expected;expected;welsh;sentimental;interpretability;expected
jeune;expected;expected;expected;welsh;sentimental;interpretability;expected
ne;unexpected;unexpected;unexpected;welsh;sentimental;interpretability;unexpected
répondre;expected;expected;expected;welsh;sentimental;interpretability;expected
merci;expected;expected;expected;welsh;sentimental;interpretability;expected
vous;unexpected;expected;expected;welsh;sentimental;interpretability;expected
lèvre;expected;expected;expected;welsh;sentimental;interpretability;expected
aimer;expected;expected;expected;welsh;sentimental;interpretability;expected
se;unexpected;unexpected;unexpected;welsh;sentimental;interpretability;unexpected
oeil;expected;expected;expected;welsh;sentimental;interpretability;expected
femme;expected;expected;expected;welsh;sentimental;interpretability;expected
baiser;expected;expected;expected;welsh;sentimental;interpretability;expected
soudain;expected;expected;expected;welsh;sentimental;interpretability;expected
oh;expected;expected;expected;welsh;sentimental;interpretability;expected
pourquoi;expected;expected;expected;welsh;sentimental;interpretability;expected
cur;expected;expected;expected;welsh;sentimental;interpretability;expected
espérer;expected;expected;expected;welsh;sentimental;interpretability;expected
vouloir;expected;expected;expected;welsh;sentimental;interpretability;expected
embrasser;expected;expected;expected;welsh;sentimental;interpretability;expected
si;unexpected;expected;expected;welsh;sentimental;interpretability;expected
demander;expected;expected;expected;welsh;sentimental;interpretability;expected
heureux;expected;expected;expected;welsh;sentimental;interpretability;expected
désolé;expected;expected;expected;welsh;sentimental;interpretability;expected
pas;unexpected;unexpected;expected;welsh;sentimental;interpretability;unexpected
soupir;expected;expected;expected;welsh;sentimental;interpretability;expected
serrer;expected;expected;expected;welsh;sentimental;interpretability;expected
bras;expected;expected;expected;welsh;sentimental;interpretability;expected
ajouter;expected;expected;expected;welsh;sentimental;interpretability;expected
votre;unexpected;expected;expected;welsh;sentimental;interpretability;expected
dîner;unexpected;expected;expected;welsh;sentimental;interpretability;expected
bouleverser;expected;expected;expected;welsh;sentimental;interpretability;expected
insister;expected;expected;expected;welsh;sentimental;interpretability;expected
protester;expected;expected;expected;welsh;sentimental;interpretability;expected
ravir;expected;expected;expected;welsh;sentimental;interpretability;expected
croire;expected;expected;expected;welsh;sentimental;interpretability;expected
colère;expected;expected;expected;welsh;sentimental;interpretability;expected
songer;expected;expected;expected;welsh;sentimental;interpretability;expected
prendre;unexpected;expected;expected;welsh;sentimental;interpretability;expected
soupirer;expected;expected;expected;welsh;sentimental;interpretability;expected
exclamer;expected;expected;expected;welsh;sentimental;interpretability;expected
promettre;expected;expected;expected;welsh;sentimental;interpretability;expected
voix;expected;expected;expected;welsh;sentimental;interpretability;expected
devoir;expected;expected;expected;welsh;sentimental;interpretability;expected
épaule;expected;expected;expected;welsh;sentimental;interpretability;expected
oublier;expected;expected;expected;welsh;sentimental;interpretability;expected
brusquement;expected;expected;expected;welsh;sentimental;interpretability;expected
lui;n/o;narrative form;n/o;welsh;sentimental;category;n/o
son;n/o;narrative form;language pattern;welsh;sentimental;category;check
sourire;tonality;language pattern;narrative structure;welsh;sentimental;category;check
murmurer;thematic concept;language pattern;narrative form;welsh;sentimental;category;check
regard;thematic concept;language pattern;language pattern;welsh;sentimental;category;language pattern
jeune;main character;main character;main character;welsh;sentimental;category;main character
ne;n/o;n/o;n/o;welsh;sentimental;category;n/o
répondre;narrative form;language pattern;narrative form;welsh;sentimental;category;narrative form
merci;narrative form;narrative form;language pattern;welsh;sentimental;category;narrative form
vous;n/o;narrative form;narrative form;welsh;sentimental;category;narrative form
lèvre;thematic concept;language pattern;language pattern;welsh;sentimental;category;language pattern
aimer;thematic concept;thematic concept;thematic concept;welsh;sentimental;category;thematic concept
se;n/o;n/o;n/o;welsh;sentimental;category;n/o
oeil;thematic concept;language pattern;language pattern;welsh;sentimental;category;language pattern
femme;main character;main character;main character;welsh;sentimental;category;main character
baiser;thematic concept;thematic concept;thematic concept;welsh;sentimental;category;thematic concept
soudain;narrative structure;tonality;narrative structure;welsh;sentimental;category;narrative structure
oh;narrative form;narrative form;language pattern;welsh;sentimental;category;narrative form
pourquoi;narrative form;narrative form;tonality;welsh;sentimental;category;narrative form
cur;thematic concept;thematic concept;thematic concept;welsh;sentimental;category;thematic concept
espérer;narrative form;language pattern;tonality;welsh;sentimental;category;check
vouloir;narrative form;thematic concept;thematic concept;welsh;sentimental;category;thematic concept
embrasser;tonality;thematic concept;narrative structure;welsh;sentimental;category;check
si;n/o;narrative form;language pattern;welsh;sentimental;category;check
demander;narrative form;narrative form;narrative form;welsh;sentimental;category;narrative form
heureux;tonality;thematic concept;thematic concept;welsh;sentimental;category;thematic concept
désolé;narrative form;narrative form;tonality;welsh;sentimental;category;narrative form
pas;n/o;n/o;language pattern;welsh;sentimental;category;n/o
soupir;thematic concept;language pattern;language pattern;welsh;sentimental;category;language pattern
serrer;thematic concept;thematic concept;narrative structure;welsh;sentimental;category;thematic concept
bras;thematic concept;thematic concept;language pattern;welsh;sentimental;category;thematic concept
ajouter;narrative form;language pattern;narrative form;welsh;sentimental;category;narrative form
votre;n/o;narrative form;narrative form;welsh;sentimental;category;narrative form
dîner;n/o;space;space;welsh;sentimental;category;space
bouleverser;tonality;language pattern;narrative structure;welsh;sentimental;category;check
insister;narrative form;language pattern;narrative form;welsh;sentimental;category;narrative form
protester;narrative form;language pattern;narrative structure;welsh;sentimental;category;check
ravir;language pattern;thematic concept;narrative structure;welsh;sentimental;category;check
croire;narrative form;language pattern;tonality;welsh;sentimental;category;check
colère;tonality;thematic concept;thematic concept;welsh;sentimental;category;thematic concept
songer;narrative form;language pattern;tonality;welsh;sentimental;category;check
prendre;n/o;language pattern;narrative structure;welsh;sentimental;category;check
soupirer;thematic concept;language pattern;language pattern;welsh;sentimental;category;language pattern
exclamer;narrative form;language pattern;narrative form;welsh;sentimental;category;narrative form
promettre;narrative form;language pattern;language pattern;welsh;sentimental;category;language pattern
voix;tonality;tonality;language pattern;welsh;sentimental;category;tonality
devoir;thematic concept;thematic concept;thematic concept;welsh;sentimental;category;thematic concept
épaule;thematic concept;thematic concept;language pattern;welsh;sentimental;category;thematic concept
oublier;thematic concept;language pattern;narrative structure;welsh;sentimental;category;check
brusquement;narrative structure;tonality;narrative structure;welsh;sentimental;category;narrative structure
lui;unexpected;expected;unexpected;LLR;sentimental;interpretability;unexpected
vous;unexpected;expected;expected;LLR;sentimental;interpretability;expected
son;unexpected;expected;expected;LLR;sentimental;interpretability;expected
on;unexpected;expected;unexpected;LLR;sentimental;interpretability;unexpected
le;unexpected;unexpected;unexpected;LLR;sentimental;interpretability;unexpected
jeune;expected;expected;expected;LLR;sentimental;interpretability;expected
kelly;unexpected;expected;expected;LLR;sentimental;interpretability;expected
marina;unexpected;expected;expected;LLR;sentimental;interpretability;expected
de;unexpected;unexpected;unexpected;LLR;sentimental;interpretability;unexpected
tu;unexpected;expected;expected;LLR;sentimental;interpretability;expected
jed;unexpected;unexpected;expected;LLR;sentimental;interpretability;unexpected
tia;unexpected;unexpected;expected;LLR;sentimental;interpretability;unexpected
angie;unexpected;expected;expected;LLR;sentimental;interpretability;expected
alex;unexpected;expected;expected;LLR;sentimental;interpretability;expected
catlin;unexpected;expected;expected;LLR;sentimental;interpretability;expected
sean;unexpected;expected;expected;LLR;sentimental;interpretability;expected
sourire;expected;expected;expected;LLR;sentimental;interpretability;expected
ou;unexpected;unexpected;expected;LLR;sentimental;interpretability;unexpected
murmurer;expected;expected;expected;LLR;sentimental;interpretability;expected
rebecca;unexpected;expected;expected;LLR;sentimental;interpretability;expected
femme;unexpected;expected;expected;LLR;sentimental;interpretability;expected
jenna;unexpected;expected;expected;LLR;sentimental;interpretability;expected
lauren;unexpected;expected;expected;LLR;sentimental;interpretability;expected
regard;expected;expected;expected;LLR;sentimental;interpretability;expected
bethany;unexpected;expected;expected;LLR;sentimental;interpretability;expected
se;unexpected;unexpected;unexpected;LLR;sentimental;interpretability;unexpected
lindsay;unexpected;expected;expected;LLR;sentimental;interpretability;expected
kayla;unexpected;expected;expected;LLR;sentimental;interpretability;expected
thyra;unexpected;unexpected;expected;LLR;sentimental;interpretability;unexpected
meg;unexpected;expected;expected;LLR;sentimental;interpretability;expected
bonnie;unexpected;expected;expected;LLR;sentimental;interpretability;expected
ne;unexpected;unexpected;unexpected;LLR;sentimental;interpretability;unexpected
christian;unexpected;expected;expected;LLR;sentimental;interpretability;expected
vickie;unexpected;expected;expected;LLR;sentimental;interpretability;expected
votre;unexpected;expected;expected;LLR;sentimental;interpretability;expected
jennie;unexpected;expected;expected;LLR;sentimental;interpretability;expected
federico;unexpected;expected;expected;LLR;sentimental;interpretability;expected
sammel;unexpected;unexpected;expected;LLR;sentimental;interpretability;unexpected
hank;unexpected;expected;expected;LLR;sentimental;interpretability;expected
clay;unexpected;unexpected;expected;LLR;sentimental;interpretability;unexpected
qui;unexpected;unexpected;unexpected;LLR;sentimental;interpretability;unexpected
judy;unexpected;expected;expected;LLR;sentimental;interpretability;expected
leur;unexpected;expected;unexpected;LLR;sentimental;interpretability;unexpected
senta;unexpected;unexpected;expected;LLR;sentimental;interpretability;unexpected
victoria;unexpected;expected;expected;LLR;sentimental;interpretability;expected
erin;unexpected;expected;expected;LLR;sentimental;interpretability;expected
christopher;unexpected;expected;expected;LLR;sentimental;interpretability;expected
julien;unexpected;expected;expected;LLR;sentimental;interpretability;expected
te;unexpected;expected;expected;LLR;sentimental;interpretability;expected
miranda;unexpected;expected;expected;LLR;sentimental;interpretability;expected
lui;n/o;narrative form;n/o;LLR;sentimental;category;n/o
vous;n/o;narrative form;narrative form;LLR;sentimental;category;narrative form
son;n/o;narrative form;language pattern;LLR;sentimental;category;check
on;n/o;narrative form;n/o;LLR;sentimental;category;n/o
le;n/o;n/o;n/o;LLR;sentimental;category;n/o
jeune;main character;main character;main character;LLR;sentimental;category;main character
kelly;n/o;main character;main character;LLR;sentimental;category;main character
marina;n/o;main character;main character;LLR;sentimental;category;main character
de;n/o;n/o;n/o;LLR;sentimental;category;n/o
tu;n/o;narrative form;narrative form;LLR;sentimental;category;narrative form
jed;n/o;n/o;main character;LLR;sentimental;category;n/o
tia;n/o;n/o;main character;LLR;sentimental;category;n/o
angie;n/o;main character;main character;LLR;sentimental;category;main character
alex;n/o;main character;main character;LLR;sentimental;category;main character
catlin;n/o;main character;main character;LLR;sentimental;category;main character
sean;n/o;main character;main character;LLR;sentimental;category;main character
sourire;tonality;language pattern;narrative structure;LLR;sentimental;category;check
ou;n/o;n/o;tonality;LLR;sentimental;category;n/o
murmurer;thematic concept;thematic concept;narrative form;LLR;sentimental;category;thematic concept
rebecca;n/o;main character;main character;LLR;sentimental;category;main character
femme;n/o;main character;main character;LLR;sentimental;category;main character
jenna;n/o;main character;main character;LLR;sentimental;category;main character
lauren;n/o;main character;main character;LLR;sentimental;category;main character
regard;thematic concept;language pattern;language pattern;LLR;sentimental;category;language pattern
bethany;n/o;main character;main character;LLR;sentimental;category;main character
se;n/o;n/o;n/o;LLR;sentimental;category;n/o
lindsay;n/o;main character;main character;LLR;sentimental;category;main character
kayla;n/o;main character;main character;LLR;sentimental;category;main character
thyra;n/o;n/o;main character;LLR;sentimental;category;n/o
meg;n/o;main character;main character;LLR;sentimental;category;main character
bonnie;n/o;main character;main character;LLR;sentimental;category;main character
ne;n/o;n/o;n/o;LLR;sentimental;category;n/o
christian;n/o;main character;main character;LLR;sentimental;category;main character
vickie;n/o;main character;main character;LLR;sentimental;category;main character
votre;n/o;narrative form;narrative form;LLR;sentimental;category;narrative form
jennie;n/o;main character;main character;LLR;sentimental;category;main character
federico;n/o;main character;main character;LLR;sentimental;category;main character
sammel;n/o;n/o;main character;LLR;sentimental;category;n/o
hank;n/o;main character;main character;LLR;sentimental;category;main character
clay;n/o;n/o;main character;LLR;sentimental;category;n/o
qui;n/o;n/o;n/o;LLR;sentimental;category;n/o
judy;n/o;main character;main character;LLR;sentimental;category;main character
leur;n/o;narrative form;n/o;LLR;sentimental;category;n/o
senta;n/o;n/o;main character;LLR;sentimental;category;n/o
victoria;n/o;main character;main character;LLR;sentimental;category;main character
erin;n/o;main character;main character;LLR;sentimental;category;main character
christopher;n/o;main character;main character;LLR;sentimental;category;main character
julien;n/o;main character;main character;LLR;sentimental;category;main character
te;n/o;narrative form;narrative form;LLR;sentimental;category;narrative form
miranda;n/o;main character;main character;LLR;sentimental;category;main character
baiser;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
murmurer;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
embrasser;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
merci;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
oh;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
désolé;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
chéri;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
dîner;unexpected;expected;expected;zeta_sd2;sentimental;interpretability;expected
protester;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
soupir;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
mademoiselle;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
exclamer;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
ravir;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
soupirer;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
bouleverser;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
colère;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
répliquer;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
insister;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
amoureux;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
épouser;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
désir;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
promettre;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
songer;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
merveilleux;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
heureux;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
mariage;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
surprise;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
sienne;unexpected;expected;expected;zeta_sd2;sentimental;interpretability;expected
déjeuner;unexpected;expected;expected;zeta_sd2;sentimental;interpretability;expected
espérer;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
regretter;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
séduisant;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
sourcil;unexpected;expected;expected;zeta_sd2;sentimental;interpretability;expected
certainement;unexpected;expected;expected;zeta_sd2;sentimental;interpretability;expected
brusquement;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
émotion;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
déclarer;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
amour;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
charmant;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
remercier;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
sursauter;unexpected;expected;expected;zeta_sd2;sentimental;interpretability;expected
ravissant;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
lèvre;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
attirer;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
tremblant;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
sentiment;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
charme;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
prier;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
amie;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
caresser;expected;expected;expected;zeta_sd2;sentimental;interpretability;expected
baiser;thematic concept;thematic concept;thematic concept;zeta_sd2;sentimental;category;thematic concept
murmurer;thematic concept;language pattern;narrative form;zeta_sd2;sentimental;category;check
embrasser;tonality;thematic concept;narrative structure;zeta_sd2;sentimental;category;check
merci;narrative form;narrative form;language pattern;zeta_sd2;sentimental;category;narrative form
oh;narrative form;narrative form;language pattern;zeta_sd2;sentimental;category;narrative form
désolé;narrative form;narrative form;tonality;zeta_sd2;sentimental;category;narrative form
chéri;thematic concept;narrative form;language pattern;zeta_sd2;sentimental;category;check
dîner;n/o;space;space;zeta_sd2;sentimental;category;space
protester;narrative form;language pattern;narrative structure;zeta_sd2;sentimental;category;check
soupir;thematic concept;language pattern;language pattern;zeta_sd2;sentimental;category;language pattern
mademoiselle;main character;narrative form;main character;zeta_sd2;sentimental;category;main character
exclamer;narrative form;language pattern;narrative form;zeta_sd2;sentimental;category;narrative form
ravir;tonality;thematic concept;narrative structure;zeta_sd2;sentimental;category;check
soupirer;thematic concept;language pattern;language pattern;zeta_sd2;sentimental;category;language pattern
bouleverser;tonality;language pattern;narrative structure;zeta_sd2;sentimental;category;check
colère;thematic concept;thematic concept;thematic concept;zeta_sd2;sentimental;category;thematic concept
répliquer;narrative form;language pattern;narrative form;zeta_sd2;sentimental;category;narrative form
insister;narrative form;language pattern;narrative form;zeta_sd2;sentimental;category;narrative form
amoureux;thematic concept;thematic concept;thematic concept;zeta_sd2;sentimental;category;thematic concept
épouser;narrative structure;thematic concept;narrative structure;zeta_sd2;sentimental;category;narrative structure
désir;thematic concept;thematic concept;thematic concept;zeta_sd2;sentimental;category;thematic concept
promettre;narrative form;language pattern;language pattern;zeta_sd2;sentimental;category;language pattern
songer;narrative form;language pattern;tonality;zeta_sd2;sentimental;category;check
merveilleux;language pattern;tonality;language pattern;zeta_sd2;sentimental;category;language pattern
heureux;tonality;thematic concept;thematic concept;zeta_sd2;sentimental;category;thematic concept
mariage;narrative structure;thematic concept;thematic concept;zeta_sd2;sentimental;category;thematic concept
surprise;narrative structure;thematic concept;narrative structure;zeta_sd2;sentimental;category;narrative structure
sienne;n/o;narrative form;language pattern;zeta_sd2;sentimental;category;check
déjeuner;n/o;space;space;zeta_sd2;sentimental;category;space
espérer;narrative form;language pattern;tonality;zeta_sd2;sentimental;category;check
regretter;narrative form;language pattern;tonality;zeta_sd2;sentimental;category;check
séduisant;thematic concept;main character;language pattern;zeta_sd2;sentimental;category;check
sourcil;n/o;language pattern;language pattern;zeta_sd2;sentimental;category;language pattern
certainement;n/o;language pattern;language pattern;zeta_sd2;sentimental;category;language pattern
brusquement;narrative structure;language pattern;narrative structure;zeta_sd2;sentimental;category;narrative structure
émotion;tonality;thematic concept;thematic concept;zeta_sd2;sentimental;category;thematic concept
déclarer;narrative form;language pattern;narrative form;zeta_sd2;sentimental;category;narrative form
amour;thematic concept;thematic concept;thematic concept;zeta_sd2;sentimental;category;thematic concept
charmant;language pattern;main character;language pattern;zeta_sd2;sentimental;category;language pattern
remercier;narrative form;language pattern;language pattern;zeta_sd2;sentimental;category;language pattern
sursauter;n/o;language pattern;narrative structure;zeta_sd2;sentimental;category;check
ravissant;language pattern;main character;language pattern;zeta_sd2;sentimental;category;language pattern
lèvre;thematic concept;language pattern;language pattern;zeta_sd2;sentimental;category;language pattern
attirer;thematic concept;language pattern;narrative structure;zeta_sd2;sentimental;category;check
tremblant;tonality;language pattern;tonality;zeta_sd2;sentimental;category;tonality
sentiment;tonality;thematic concept;thematic concept;zeta_sd2;sentimental;category;thematic concept
charme;language pattern;thematic concept;tonality;zeta_sd2;sentimental;category;check
prier;narrative form;language pattern;language pattern;zeta_sd2;sentimental;category;language pattern
amie;main character;main character;main character;zeta_sd2;sentimental;category;main character
caresser;thematic concept;language pattern;narrative structure;zeta_sd2;sentimental;category;check
